location_id,photo,lat,lng,heading,teaser,story
34238ddb450c81ac8432eab6e4831002,pestsaeule.jpg,48.30601368,14.28628506,,,
34238ddb450c809ab5beeb28249c21e2,,48.30241,14.29098,,,
39938ddb450c8010a5b4cad7de3d9f07,,48.30277,14.30317,,,
39938ddb450c808d8bc2d6bf4dd9ce49,,48.3058,14.29332,,,
34238ddb450c81aeac39e3da86bbcdcc,,48.30963,14.29095,,,
